Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.59     0.00     1222     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_unique_pos(int const&)
  0.00      0.59     0.00     1222     0.00     0.00  std::_Rb_tree_node<std::pair<int const, int> >*& std::forward<std::_Rb_tree_node<std::pair<int const, int> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<int const, int> >*&>::type&)
  0.00      0.59     0.00     1124     0.00     0.00  __gnu_cxx::__normal_iterator<Edge* const*, std::vector<Edge*, std::allocator<Edge*> > >::base() const
  0.00      0.59     0.00     1124     0.00     0.00  __gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > > std::__miter_base<__gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > > >(__gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > >)
  0.00      0.59     0.00     1082     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const
  0.00      0.59     0.00      883     0.00     0.00  std::_Rb_tree_iterator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >::operator--()
  0.00      0.59     0.00      826     0.00     0.00  std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >&& std::forward<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >(std::remove_reference<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >::type&)
  0.00      0.59     0.00      749     0.00     0.01  basesolution::update_Candidate(int, int, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  0.00      0.59     0.00      749     0.00     0.01  basesolution::neighbor_intersection(int, int&, std::vector<int, std::allocator<int> >*)
  0.00      0.59     0.00      749     0.00     0.00  void __gnu_cxx::new_allocator<int>::destroy<int>(int*)
  0.00      0.59     0.00      749     0.00     0.00  void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*)
  0.00      0.59     0.00      749     0.00     0.00  std::map<int, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> >, std::less<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::find(int const&)
  0.00      0.59     0.00      749     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::less<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::find(int const&)
  0.00      0.59     0.00      624     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&)
  0.00      0.59     0.00      562     0.00     0.00  void __gnu_cxx::new_allocator<Edge*>::destroy<Edge*>(Edge**)
  0.00      0.59     0.00      562     0.00     0.00  __gnu_cxx::__normal_iterator<Edge* const*, std::vector<Edge*, std::allocator<Edge*> > >::__normal_iterator<Edge**>(__gnu_cxx::__normal_iterator<Edge**, __gnu_cxx::__enable_if<std::__are_same<Edge**, Edge**>::__value, std::vector<Edge*, std::allocator<Edge*> > >::__type> const&)
  0.00      0.59     0.00      562     0.00     0.00  __gnu_cxx::__normal_iterator<Edge* const*, std::vector<Edge*, std::allocator<Edge*> > >::__normal_iterator(Edge* const* const&)
  0.00      0.59     0.00      562     0.00     0.00  __gnu_cxx::__normal_iterator<Edge* const*, std::vector<Edge*, std::allocator<Edge*> > >::difference_type __gnu_cxx::operator-<Edge* const*, std::vector<Edge*, std::allocator<Edge*> > >(__gnu_cxx::__normal_iterator<Edge* const*, std::vector<Edge*, std::allocator<Edge*> > > const&, __gnu_cxx::__normal_iterator<Edge* const*, std::vector<Edge*, std::allocator<Edge*> > > const&)
  0.00      0.59     0.00      562     0.00     0.00  std::vector<Edge*, std::allocator<Edge*> >::cbegin() const
  0.00      0.59     0.00      562     0.00     0.00  Edge** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Edge*>(Edge* const*, Edge* const*, Edge**)
  0.00      0.59     0.00      562     0.00     0.01  std::vector<Edge*, std::allocator<Edge*> >::erase(__gnu_cxx::__normal_iterator<Edge* const*, std::vector<Edge*, std::allocator<Edge*> > >)
  0.00      0.59     0.00      562     0.00     0.01  std::vector<Edge*, std::allocator<Edge*> >::_M_erase(__gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > >)
  0.00      0.59     0.00      562     0.00     0.00  __gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > >, Edge**>(__gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > >, Edge**)
  0.00      0.59     0.00      562     0.00     0.00  Edge** std::__copy_move_a<true, Edge**, Edge**>(Edge**, Edge**, Edge**)
  0.00      0.59     0.00      562     0.00     0.00  __gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > >, __gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > > >(__gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > >, __gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > >, __gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > >)
  0.00      0.59     0.00      562     0.00     0.00  __gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > > std::move<__gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > >, __gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > > >(__gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > >, __gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > >, __gnu_cxx::__normal_iterator<Edge**, std::vector<Edge*, std::allocator<Edge*> > >)
  0.00      0.59     0.00      502     0.00     0.00  std::greater<int>::operator()(int const&, int const&) const
  0.00      0.59     0.00      502     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_S_key(std::_Rb_tree_node<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > const*)
  0.00      0.59     0.00      498     0.00     0.00  std::map<int, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> >, std::less<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::size() const
  0.00      0.59     0.00      472     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_M_get_Node_allocator()
  0.00      0.59     0.00      458     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator<int*>(__gnu_cxx::__normal_iterator<int*, __gnu_cxx::__enable_if<std::__are_same<int*, int*>::__value, std::vector<int, std::allocator<int> > >::__type> const&)
  0.00      0.59     0.00      458     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&)
  0.00      0.59     0.00      458     0.00     0.00  std::vector<int, std::allocator<int> >::cbegin() const
  0.00      0.59     0.00      458     0.00     0.00  std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      0.59     0.00      458     0.00     0.00  std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      0.59     0.00      447     0.00     0.00  std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::erase[abi:cxx11](std::_Rb_tree_iterator<std::pair<int const, int> >)
  0.00      0.59     0.00      447     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::pair<int const, int> >)
  0.00      0.59     0.00      447     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::erase[abi:cxx11](std::_Rb_tree_iterator<std::pair<int const, int> >)
  0.00      0.59     0.00      427     0.00     0.00  int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*)
  0.00      0.59     0.00      427     0.00     0.00  int* std::__copy_move_a<true, int*, int*>(int*, int*, int*)
  0.00      0.59     0.00      427     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      0.59     0.00      427     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::move<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      0.59     0.00      323     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const
  0.00      0.59     0.00      318     0.00     0.00  std::vector<int, std::allocator<int> >* std::__niter_base<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*)
  0.00      0.59     0.00      300     0.00     0.10  basesolution::remove()
  0.00      0.59     0.00      291     0.00     0.00  std::vector<int, std::allocator<int> >::pop_back()
  0.00      0.59     0.00      263     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&)
  0.00      0.59     0.00      263     0.00     0.00  std::allocator<int>::allocator(std::allocator<int> const&)
  0.00      0.59     0.00      246     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_S_right(std::_Rb_tree_node_base*)
  0.00      0.59     0.00      236     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_M_end()
  0.00      0.59     0.00      229     0.00     0.00  std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >::operator()(std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >&) const
  0.00      0.59     0.00      219     0.00     0.00  std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&)
  0.00      0.59     0.00      212     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const
  0.00      0.59     0.00      166     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      0.59     0.00      166     0.00     0.00  int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      0.59     0.00      159     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const
  0.00      0.59     0.00      158     0.00     0.00  std::remove_reference<std::_Vector_base<int, std::allocator<int> >::_Vector_impl&>::type&& std::move<std::_Vector_base<int, std::allocator<int> >::_Vector_impl&>(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&)
  0.00      0.59     0.00      158     0.00     0.00  std::vector<int, std::allocator<int> >&& std::forward<std::vector<int, std::allocator<int> > >(std::remove_reference<std::vector<int, std::allocator<int> > >::type&)
  0.00      0.59     0.00      157     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_S_left(std::_Rb_tree_node_base*)
  0.00      0.59     0.00      134     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator()
  0.00      0.59     0.00      120     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_M_begin()
  0.00      0.59     0.00      118     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::construct<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >(std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >*, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >&&)
  0.00      0.59     0.00      118     0.00     0.00  std::_Rb_tree_node<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >* std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_Alloc_node::operator()<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >(std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >&&) const
  0.00      0.59     0.00      118     0.00     0.00  std::_Rb_tree_header::_M_move_data(std::_Rb_tree_header&)
  0.00      0.59     0.00      118     0.00     0.00  std::_Rb_tree_header::_Rb_tree_header(std::_Rb_tree_header&&)
  0.00      0.59     0.00      118     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > > >::construct<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >(std::allocator<std::_Rb_tree_node<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >&, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >*, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >&&)
  0.00      0.59     0.00      118     0.00     0.00  std::_Rb_tree_key_compare<std::less<Edge*> >::_Rb_tree_key_compare(std::_Rb_tree_key_compare<std::less<Edge*> >&&)
  0.00      0.59     0.00      118     0.00     0.00  std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> >::set(std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> >&&)
  0.00      0.59     0.00      118     0.00     0.00  std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >::pair(std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >&&)
  0.00      0.59     0.00      118     0.00     0.00  std::_Rb_tree<Edge*, Edge*, std::_Identity<Edge*>, std::less<Edge*>, std::allocator<Edge*> >::_Rb_tree_impl<std::less<Edge*>, true>::_Rb_tree_impl(std::_Rb_tree<Edge*, Edge*, std::_Identity<Edge*>, std::less<Edge*>, std::allocator<Edge*> >::_Rb_tree_impl<std::less<Edge*>, true>&&)
  0.00      0.59     0.00      118     0.00     0.00  std::_Rb_tree<Edge*, Edge*, std::_Identity<Edge*>, std::less<Edge*>, std::allocator<Edge*> >::_Rb_tree(std::_Rb_tree<Edge*, Edge*, std::_Identity<Edge*>, std::less<Edge*>, std::allocator<Edge*> >&&)
  0.00      0.59     0.00      118     0.00     0.00  std::_Rb_tree_iterator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_M_insert_<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >&&, std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_Alloc_node&)
  0.00      0.59     0.00      118     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_Alloc_node::_Alloc_node(std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >&)
  0.00      0.59     0.00      118     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_M_get_node()
  0.00      0.59     0.00      118     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_M_put_node(std::_Rb_tree_node<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >*)
  0.00      0.59     0.00      118     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_M_drop_node(std::_Rb_tree_node<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >*)
  0.00      0.59     0.00      118     0.00     0.00  std::_Rb_tree_node<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >* std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_M_create_node<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >(std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >&&)
  0.00      0.59     0.00      118     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >*)
  0.00      0.59     0.00      118     0.00     0.00  std::_Rb_tree_iterator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_M_insert_equal<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >(std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >&&)
  0.00      0.59     0.00      118     0.00     0.00  void std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_M_construct_node<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >(std::_Rb_tree_node<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >*, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >&&)
  0.00      0.59     0.00      118     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_M_get_insert_equal_pos(int const&)
  0.00      0.59     0.00      118     0.00     0.00  std::multimap<int, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::insert(std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >&&)
  0.00      0.59     0.00      118     0.00     0.00  std::remove_reference<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >&>::type&& std::move<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >&>(std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >&)
  0.00      0.59     0.00      118     0.00     0.00  std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> >& std::forward<std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> >&>(std::remove_reference<std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> >&>::type&)
  0.00      0.59     0.00      112     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >)
  0.00      0.59     0.00      112     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::erase[abi:cxx11](std::_Rb_tree_iterator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >)
  0.00      0.59     0.00      112     0.00     0.00  std::multimap<int, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::erase[abi:cxx11](std::_Rb_tree_iterator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >)
  0.00      0.59     0.00      111     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > >, std::_Select1st<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > >, std::greater<int>, std::allocator<std::pair<int const, std::set<Edge*, std::less<Edge*>, std::allocator<Edge*> > > > >::_S_key(std::_Rb_tree_node_base const*)
  0.00      0.59     0.00      106     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> >* const&)
  0.00      0.59     0.00      106     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const
